,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1503167,"('Bharani', 'actor')","('Bhanumathi', 'actress')","('Saravanaperumal', 'actor')","('Sakunthala Devi', 'actress')",,,,,,,,,,,,,,
1503178,"('Karthik', 'actor')","('Priya', 'actress')","('Tejaswini', 'actress')","('Jyothi', 'actress')",,,,,,,,,,,,,,
1503179,"('Krishna', 'actor')","('Nisha', 'actress')","('Krishna Kumar', 'actor')","('Jackson', 'actor')",,,,,,,,,,,,,,
1503184,"('Anand', 'actor')","('Divya', 'actress')","('Pooja', 'actress')","('John Vijay', 'actor')","('Chandru', 'actor')","('Anbu Chezhiyan', 'actor')",,,,,,,,,,,,
1503640,"('Sameer', 'actor')","('Sanjana Mehra', 'actress')","('Shikha', 'actress')","('Rajan Mehra', 'actor')",,,,,,,,,,,,,,
1503710,"('Julie', 'actress')","('Mette', 'actress')","('Naisha', 'actress')","('Pappa', 'actor')",,,,,,,,,,,,,,
1503714,"('Elza', 'actress')","('Schmidt', 'actor')","('Rádió müsorvezetõ', 'actor')","('Rusty', 'actor')",,,,,,,,,,,,,,
1503773,"('Jazmin', 'actress')","('Cerebro', 'actor')","('Daniel', 'actor')",,,,,,,,,,,,,,,
1503777,"('Tania', 'actress')","('Ivan 14 ans', 'actor')","('Ivan 6 ans', 'actor')","('Olga', 'actress')",,,,,,,,,,,,,,
1504019,"('Sabio', 'actor')","('Journalist-old', 'actor')","('Rosa Cabarcas', 'actress')","('Brothel madam', 'actress')","('Casilda Armenia (old)', 'actress')","('Sabio', 'actor')","('Meia idade-Middle aged', 'actor')",,,,,,,,,,,
1504319,"('Mitchell Haven', 'actor')","('Nathalie Post', 'actress')","('Laurel Graham', 'actress')","('Velma Duran', 'actress')","('Bobby Billings', 'actor')",,,,,,,,,,,,,
1504320,"('King George VI', 'actor')","('Lionel Logue', 'actor')","('Queen Elizabeth', 'actress')","('Archbishop Cosmo Lang', 'actor')",,,,,,,,,,,,,,
1504354,"('Joe Conaghey', 'actor')","('Josh Conaghey', 'actor')","('Matt Conaghey', 'actor')",,,,,,,,,,,,,,,
1504362,"('Carlo', 'actor')","('Serena', 'actress')","('Cristina', 'actress')","('Alipandro', 'actor')",,,,,,,,,,,,,,
1504397,"('Ryan', 'actor')","('Kat', 'actress')","('Tom', 'actor')","('Kemper', 'actor')",,,,,,,,,,,,,,
1504398,"('Mahi', 'actress')","('Heiran', 'actor')","(""Mahi's father"", 'actor')","(""Mahi's mother"", 'actress')",,,,,,,,,,,,,,
1504402,"('Juan', 'actor')","(""Juan's father"", 'actor')","(""Juan's guitarist brother"", 'actor')","('Buyer-Seller in Fair', 'actor')",,,,,,,,,,,,,,
1504403,"('Scott', 'actor')","('Brian', 'actor')","('Chris', 'actor')","('Natalie', 'actress')",,,,,,,,,,,,,,
1504416,"('Hiroko Numashiri', 'actress')","('Fukuko Kobayashi', 'actress')","('Michio Keizan', 'actor')","('Genichiro Numajiri', 'actor')",,,,,,,,,,,,,,
1504429,"('Mousse', 'actress')","('Paul', 'actor')","('Serge', 'actor')","('Louis', 'actor')",,,,,,,,,,,,,,
1504489,"('Dennis Sullivan', 'actor')","('Katie Wells', 'actress')","('Donald Delansky', 'actor')","('Maureen', 'actress')",,,,,,,,,,,,,,
1504504,"('Eriko Asakura', 'actress')","('Tatsuya Shima', 'actor')","('Yoshiaki Ishida', 'actor')","('Ma', 'actor')",,,,,,,,,,,,,,
1504508,"(""Sweetness O'Hara"", 'actress')","('Coleman', 'actor')","(""Gordon O'Hara"", 'actor')","('Jojo Parker', 'actress')",,,,,,,,,,,,,,
1504688,"('Rui', 'actor')","('Vani', 'actress')","('Iurinei', 'actor')","('Enfermeira', 'actress')",,,,,,,,,,,,,,
1504960,"('Ion', 'actor')","('Nina', 'actress')","('Cornel', 'actor')","(""Rita - Cornel's wife"", 'actress')",,,,,,,,,,,,,,
1505109,"('Max Zettl', 'actor')","('Verena', 'actress')","('Mona Mödlinger', 'actress')","('Herbie Fried', 'actor')",,,,,,,,,,,,,,
1505337,"('Paula', 'actress')","('Woman', 'actress')","('Roberto', 'actor')","('Man', 'actor')",,,,,,,,,,,,,,
1505343,"('Satya', 'actor')","('Vidya', 'actress')","('Durga Rao', 'actor')",,,,,,,,,,,,,,,
1505875,"('Barut', 'actor')",,,,,,,,,,,,,,,,,
1505886,"('Andrei Razin', 'actor')","('Nach. Okhrany', 'actor')","('Chairman of the Kolkhoza', 'actor')","('Sergey', 'actor')","('Lilya', 'actress')","('Mariya Gorbacheva', 'actress')",,,,,,,,,,,,
1505901,"('Slavik', 'actor')","('Oleg Genrikhovich', 'actor')","('Konstantin Germanovich', 'actor')","('Morfius', 'actor')",,,,,,,,,,,,,,
1505957,"('Roza', 'actor')","('Lyusya', 'actor')","('Gelya', 'actor')","('Lara', 'actor')",,,,,,,,,,,,,,
1506452,"('Otets Aleksandr Ionin', 'actor')","('Matushka Alevtina', 'actress')","('Eva', 'actress')","('Aleksandr Lugotintsev', 'actor')","('Freygauzen', 'actor')",,,,,,,,,,,,,
1506459,"('Tom', 'actor')","('Dan', 'actor')","('Lily', 'actress')","('Katie', 'actress')",,,,,,,,,,,,,,
1506965,"('Mathias', 'actor')","('Bert', 'actor')","('Theo Cremer', 'actor')","('Michelle', 'actress')",,,,,,,,,,,,,,
1506990,"('Max', 'actor')","('Mystic Man', 'actor')",,,,,,,,,,,,,,,,
1506998,"('Lloyd Howard', 'actor')","('Ed', 'actor')","('Shirley Paine', 'actress')","('Shaun', 'actor')",,,,,,,,,,,,,,
1506999,"('Mallory Kane', 'actress')","('Kenneth', 'actor')","('Paul', 'actor')","('Scott', 'actor')",,,,,,,,,,,,,,
1507002,"('Sonny Stano', 'actor')","('Angela Ramirez', 'actress')","('Officer Lonergan', 'actor')","('Scaleri', 'actor')",,,,,,,,,,,,,,
1507005,"('Jeeva Pragasam', 'actor')","('Priya Sudharsan', 'actress')","('Pragasam', 'actor')","('Keerthi Pragasam', 'actress')",,,,,,,,,,,,,,
1507250,"('Dara', 'actor')","('Bella', 'actress')","('Eoin', 'actor')","('Theo', 'actor')",,,,,,,,,,,,,,
1507255,"('Ramesh', 'actor')","('Maanja Ravi', 'actor')","('Priya', 'actress')","('Kumar', 'actor')",,,,,,,,,,,,,,
1507261,"('Natasha', 'actress')","('Sayed', 'actor')","('Lukasz', 'actor')","('Raul Kidnapper', 'actor')",,,,,,,,,,,,,,
1507265,"('Meatball Seller', 'actor')","('Annisa', 'actress')","('Cina', 'actor')",,,,,,,,,,,,,,,
1507283,"('Upin', 'actress')","('Ipin', 'actress')","('Ros', 'actress')","('Lim', 'actor')","('Oopet', 'actress')",,,,,,,,,,,,,
1507309,"('Abdullah Khaerul Azzam', 'actor')","('Anna Althafunnisa', 'actress')","('Eliana Parmesthi Alam', 'actress')","('As M. Furqon', 'actor')",,,,,,,,,,,,,,
1507349,"('Vincent Selvakumar', 'actor')","('Bhanumathy', 'actress')","('Rathnavel Kaildas', 'actor')",,,,,,,,,,,,,,,
1507351,"('Todd', 'actor')","('Keller', 'actor')","('Sammy', 'actor')","('Rodney', 'actor')",,,,,,,,,,,,,,
1507369,"('Cricket', 'actress')","('Iris', 'actress')","('MJ', 'actress')","('Lily', 'actress')",,,,,,,,,,,,,,
1507563,"('Kate Mathieson', 'actress')","('Jeff', 'actor')","('Brady', 'actor')","('Themba', 'actor')",,,,,,,,,,,,,,
1507564,"('Whitney Brown', 'actress')","('Joan Brown', 'actress')","('Henry Brown', 'actor')","('Dusty Brown', 'actor')",,,,,,,,,,,,,,
1507566,"('Seamus White', 'actor')","('Tom Kozinski', 'actor')","('Mrs. Needham', 'actress')","('Kelly Monaghan', 'actress')",,,,,,,,,,,,,,
1507571,"('Medina', 'actress')","('Jim', 'actor')","('Sandy', 'actress')","('Phil', 'actor')",,,,,,,,,,,,,,
1507951,"('Hicks', 'actor')","('Carter', 'actor')","('Ellen', 'actress')","('Rebecca', 'actress')",,,,,,,,,,,,,,
1508290,"('Shigeko Kurokawa', 'actress')","('Kiuzo Kurokawa', 'actor')","('Kenzo Kurokawa', 'actor')","('Tadashi Kurokawa', 'actor')",,,,,,,,,,,,,,
1508291,"('Shirley Templo', 'actress')","('Noel Villanueva', 'actor')","('Mark Salvacion', 'actor')","('Benito Salvacion', 'actor')",,,,,,,,,,,,,,
1508349,"('Doctor Szandor', 'actor')","('Erik', 'actor')","('Carla', 'actress')","('Pregnant woman', 'actress')",,,,,,,,,,,,,,
1508661,"('Junkie', 'actress')","('Geek', 'actress')","('Badass', 'actress')","('1989 The Cunt', 'actress')","('Goody Two Shoes', 'actor')",,,,,,,,,,,,,
1508669,"('Alex', 'actor')","('Dima', 'actor')","('Misha', 'actor')","('Olga', 'actress')",,,,,,,,,,,,,,
1508675,"('Marcel Marx', 'actor')","('Idrissa', 'actor')","('Monet', 'actor')","('Arletty', 'actress')",,,,,,,,,,,,,,
1508698,"('Samantha', 'actress')","('Cassandra', 'actress')","('Sarah', 'actress')","('Zombie', 'actress')","('Frank', 'actor')",,,,,,,,,,,,,
1508950,"('S.P Mrityujain Dwivedi', 'actor')","('Inspector Avadh Narayan Chaturvedi', 'actor')","('Mohammad Baabarr Qurishi', 'actor')","('Zia', 'actress')",,,,,,,,,,,,,,
1508955,"('Leo', 'actor')","('Caro', 'actress')","('Seba', 'actor')","('Juan', 'actor')",,,,,,,,,,,,,,
1509109,"('Gary', 'actor')","('Derek', 'actor')","('Sarah', 'actress')","('Pru', 'actress')",,,,,,,,,,,,,,
1509125,"('Malcolm S. Burr', 'actor')","('Jerron', 'actor')","('Dr. Gravamen', 'actor')","('Francis', 'actor')",,,,,,,,,,,,,,
1509130,"('Janie Jones', 'actress')","('Ethan Brand', 'actor')","('Mary Ann Jones', 'actress')","('Iris', 'actress')",,,,,,,,,,,,,,
1509624,"('Karen', 'actress')","('Dionísio', 'actor')","('Nicole', 'actor')","('Ramiro', 'actor')",,,,,,,,,,,,,,
1509631,"('Gianni', 'actor')","('Luisa', 'actress')","('Alberto', 'actor')","('Rossana', 'actress')",,,,,,,,,,,,,,
1509635,"('Alfredo', 'actor')","('Flaminia', 'actress')","('Paola', 'actress')","('Giulio', 'actor')",,,,,,,,,,,,,,
1509636,"('Claudio', 'actor')","('Piero', 'actor')","('Elena', 'actress')","('Ari', 'actor')",,,,,,,,,,,,,,
1509638,"('Émile', 'actor')","('Lucie', 'actress')","('Lyse', 'actress')","('Edmond', 'actor')",,,,,,,,,,,,,,
1509732,"('Aisha Kapoor', 'actress')","('Arjun Burman', 'actor')","('Shefali Thakur', 'actress')","('Randhir Gambhir', 'actor')",,,,,,,,,,,,,,
1509735,"('Bhagat Panigrahi - Childhood', 'actor')","('Sakthi Patnaik', 'actor')","('Vedamurthy', 'actor')",,,,,,,,,,,,,,,
1509742,"('Pam', 'actress')","('Lola', 'actress')","('Manon', 'actress')","('Chloé', 'actress')",,,,,,,,,,,,,,
1509743,"('Daria Quarenghi', 'actress')","('Aldo Talarico', 'actor')","('Alex', 'actor')",,,,,,,,,,,,,,,
1509767,"(""D'Artagnan"", 'actor')","('Athos', 'actor')","('Porthos', 'actor')","('Milady de Winter', 'actress')",,,,,,,,,,,,,,
1509787,"('Ben', 'actor')","('Alan', 'actor')","('Kelsey', 'actor')","('Melanie', 'actress')",,,,,,,,,,,,,,
1509788,"('Kate', 'actress')","('Chloe', 'actress')","('Dean', 'actor')","('Bruce', 'actor')",,,,,,,,,,,,,,
1509797,"('Julie Bataille', 'actress')","('Ben', 'actor')","('Bernard', 'actor')","('Jean, le père de Julie', 'actor')",,,,,,,,,,,,,,
1509803,"('Griff', 'actor')","('Melody', 'actress')","('Benson', 'actor')","('Tim', 'actor')",,,,,,,,,,,,,,
1509842,"('François Etcheveria', 'actor')","('Mohand', 'actor')","('Salem', 'actor')","('Anna', 'actress')",,,,,,,,,,,,,,
1510271,"('Mila', 'actress')","('Hanna', 'actress')","('Kati', 'actress')","('Markus', 'actor')",,,,,,,,,,,,,,
1510274,"('Artyom', 'actor')","('Katya', 'actress')","('Igor', 'actor')","('Nastya', 'actress')",,,,,,,,,,,,,,
1510686,"('Sara Ryan', 'actress')","('Alex Layton', 'actress')","('Eric Nolan', 'actor')","('Nina Layton', 'actress')",,,,,,,,,,,,,,
1510905,"('Josh', 'actor')","('Snr Sergeant Kelvin', 'actor')","('Lillian', 'actress')","('Joanna', 'actress')",,,,,,,,,,,,,,
1510906,"('Davy', 'actor')","('James', 'actor')","('Miles', 'actor')","('Bill', 'actor')",,,,,,,,,,,,,,
1510918,"('Martin', 'actor')","('Gösta', 'actor')","('Jenny', 'actress')","('Siv', 'actress')",,,,,,,,,,,,,,
1510925,"('Mickey', 'actor')","('Mercer', 'actor')","('Nina', 'actress')","('Jimmy', 'actor')",,,,,,,,,,,,,,
1510926,"('Det. Greico', 'actor')","('Danny', 'actor')","('Monster', 'actor')","('Jason', 'actor')",,,,,,,,,,,,,,
1510929,"('Alex Mackendrick', 'actor')","('Sheriff Don Loomis', 'actor')","('Father Bruce Castle', 'actor')","('Irvin Marquand', 'actor')",,,,,,,,,,,,,,
1510936,"('Wayne Palmer', 'actor')","('Adam Long', 'actor')",,,,,,,,,,,,,,,,
1510983,"('Saul', 'actor')","('Kun Hua', 'actress')","('Sherman', 'actor')","('Bill', 'actor')",,,,,,,,,,,,,,
1510988,"('Corey Frankenstein', 'actor')","('Luke Frankenstein', 'actor')","('Kelly Martin', 'actress')","('George Martin', 'actor')",,,,,,,,,,,,,,
1511329,"('Steffie', 'actress')","('Rechercheur', 'actor')","('Lerares wiskunde', 'actress')","('Pierre', 'actor')",,,,,,,,,,,,,,
1511425,"('Samantha', 'actress')","('Ben', 'actor')","('Leslie', 'actress')","('Maurizio', 'actor')",,,,,,,,,,,,,,
1511433,"('Amir', 'actor')","('Florist', 'actor')","('Habib', 'actor')",,,,,,,,,,,,,,,
1511437,"('Malathi', 'actress')","('Mad girl', 'actress')",,,,,,,,,,,,,,,,
1511447,"('Waiter', 'actor')","(""Szare Szeregi's member"", 'actor')","('Matulak', 'actor')","('Car rental owner', 'actress')","('Ferdek', 'actor')","('Comendant', 'actor')",,,,,,,,,,,,
1511476,"('Bill Kunstler', 'actor')","('Thomas Foran', 'actor')","('Judge Julius Hoffman', 'actor')","('Tom Hayden', 'actor')",,,,,,,,,,,,,,
1511489,"('Barlam', 'actor')","('Brother', 'actor')","('Natalia', 'actress')","('Sister', 'actress')","('Oscar', 'actor')","(""Barlam's boss"", 'actor')","('Zack', 'actor')","(""Natalia's boyfriend"", 'actor')",,,,,,,,,,
1511528,"('Mayor Gu Yue Jin', 'actor')","('Ye he chang gong', 'actor')","('Ming yue xin', 'actress')",,,,,,,,,,,,,,,
1511537,"('Boni', 'actor')","('Cecilia', 'actress')","('Professor', 'actor')","('Leo', 'actor')",,,,,,,,,,,,,,
1512109,"('Di Di', 'actress')","('Michael Stein', 'actor')","('Steve Richards', 'actor')","('Nora', 'actress')",,,,,,,,,,,,,,
1512184,"('Haru', 'actress')","('Riko', 'actress')","(""Riko's father"", 'actor')","('Ryota', 'actor')",,,,,,,,,,,,,,
1512186,"('Esteban', 'actor')","('Manthos', 'actor')","('Stavrou, Police Chief', 'actor')","('Bachramis', 'actor')",,,,,,,,,,,,,,
1512220,"('Michael Pinto', 'actor')","('Maggie', 'actress')","('Sameer Sharma', 'actor')","('Suhani S. Sharma', 'actress')",,,,,,,,,,,,,,
1512222,"('Flight Attendant', 'actress')","('Air Marshall', 'actor')","('Sergeant Lakonas', 'actor')","('Barbara', 'actress')","('Johnny', 'actor')",,,,,,,,,,,,,
1512228,"('James Parker', 'actor')","('Marcus', 'actor')","('Dorothy Thistle', 'actress')","('Maxine', 'actress')",,,,,,,,,,,,,,
1512235,"('Frank Darbo', 'actor')","('Libby', 'actress')","('Sarah', 'actress')","('Jacques', 'actor')",,,,,,,,,,,,,,
1512240,"('Mickey Prohaska', 'actor')","('Randy', 'actor')","('Gorvy Hauer', 'actor')","('Jo Ann Prohaska', 'actress')",,,,,,,,,,,,,,
1512274,"('Callista DeFord', 'actress')","('Doug Shephard', 'actor')","('Steve', 'actor')","('Clyde', 'actor')",,,,,,,,,,,,,,
1512321,"(""Dr. Dyanesh Kripal 'Duke' Chawla"", 'actor')","('Roshan Suraj Sharma', 'actor')","('Pooja', 'actress')","('Dr. Max', 'actor')",,,,,,,,,,,,,,
1512685,"('Julia Levin', 'actress')","('Sara', 'actress')","('Isaac', 'actor')","('Ángel', 'actor')","('Inspector Dimas', 'actor')",,,,,,,,,,,,,
1512888,"('Muthu', 'actor')","('Anita Pandian', 'actress')","('Lavanya', 'actress')","('Chozhan', 'actor')","('Chola King', 'actor')",,,,,,,,,,,,,
1512893,"('Far', 'actor')","('Søs', 'actress')","('Mie', 'actress')","('Ole', 'actor')",,,,,,,,,,,,,,
1512894,"('Halit', 'actor')","('Mükerrem', 'actress')","('Seniye', 'actress')","('Nüzhet', 'actor')",,,,,,,,,,,,,,
1512897,"('Anne', 'actress')","('Fadi', 'actor')","('Bjørn', 'actor')","('Ask', 'actor')",,,,,,,,,,,,,,
1513076,"('The Boy', 'actor')","('The Girl', 'actress')","('Devil', 'actor')","('The Man', 'actor')","('The Doctor', 'actor')",,,,,,,,,,,,,
1513713,"('Onur', 'actor')","('Zeynep', 'actress')","('Aras', 'actor')","('Kadife', 'actress')",,,,,,,,,,,,,,
1513723,"('Mohsin Hindawi', 'actor')","('Mohga', 'actress')","('Nizam', 'actor')","('Abdel Monsef', 'actor')","('Abdel Hamid', 'actor')","('Fikri', 'actor')",,,,,,,,,,,,
1513750,"('Steve', 'actor')","('Jay', 'actor')","('Doug', 'actor')","('Sarah', 'actress')",,,,,,,,,,,,,,
1513755,"('Katherine', 'actress')","('Katie', 'actress')","('Massoud', 'actor')","('Hooshang', 'actor')",,,,,,,,,,,,,,
1513760,"('Bill Williams', 'actor')","('Armondo Jones', 'actor')","('Mary Bernstein', 'actress')","('President Brad', 'actor')",,,,,,,,,,,,,,
1513803,"('Giuseppe', 'actor')","('Maria', 'actress')","('Nello', 'actor')","('Giorgio', 'actor')",,,,,,,,,,,,,,
1513835,"('Charles Thomas', 'actor')","('Morning Sky', 'actress')","('Leroy Crustyfoot', 'actor')","('Louis Freebird', 'actor')",,,,,,,,,,,,,,
1513892,"(""Alessandro 'Alex' Belli"", 'actor')","('Niki', 'actress')","('Pietro', 'actor')","('Enrico', 'actor')",,,,,,,,,,,,,,
1513914,"('Jessica', 'actress')","('Daiane', 'actress')","('Sabrina', 'actress')","('Dolores', 'actress')",,,,,,,,,,,,,,
1514041,"('Joanne', 'actress')","('Cassandra', 'actress')","('Shannon', 'actress')","('Kerrys', 'actress')",,,,,,,,,,,,,,
1514044,"('Empress Vampire', 'actress')","('Aleta', 'actress')","('Vampire Mistress', 'actress')","('Secretary of Defense Arthur Hayes', 'actor')","('Dan Higgins', 'actor')","('Halloween Party Jason', 'actor')","('Ariana', 'actress')",,,,,,,,,,,
1514045,"('Travis Howard', 'actor')","('Andrew Thomas', 'actor')","('Billy Adams', 'actor')","('Levi Charles', 'actor')",,,,,,,,,,,,,,
1514048,"('Julie Thompson', 'actress')","('Mike Conner', 'actor')","('Ed Thompson', 'actor')","('Marion Thompson', 'actress')",,,,,,,,,,,,,,
1514418,"('Farid', 'actor')","('Mansour', 'actor')","('Ehsan', 'actor')","('Mina', 'actress')",,,,,,,,,,,,,,
1514426,"('He Sanshui', 'actor')","('Tang Xiaolian', 'actress')","('Li Junwei', 'actor')","('Taxi driver', 'actor')",,,,,,,,,,,,,,
1514431,"('Detective Kuo', 'actor')","('Hsiao Wen', 'actress')","('Lai Chun-chun', 'actress')","('Hong Tou', 'actor')",,,,,,,,,,,,,,
1514446,"('Ruba Haque', 'actress')","('Munna', 'actor')","('Topu', 'actor')","('Mr. Rahman (The Old Man)', 'actor')",,,,,,,,,,,,,,
1514831,"('Kazim', 'actor')","('Imdat', 'actor')","('Burçin', 'actress')","('TV Presenter', 'actress')","('Jury', 'actor')",,,,,,,,,,,,,
1514834,"('Nicola Impanato', 'actor')","('Alopa', 'actress')","('Salvatore Sciacca', 'actor')","('Chiara Malagò', 'actress')",,,,,,,,,,,,,,
1514837,"('Sabina Jankowska', 'actress')","(""Irena Jankowska - Sabina's mother"", 'actress')","(""Sabina's grandmother"", 'actress')","('Bronislaw Falski', 'actor')",,,,,,,,,,,,,,
1515091,"('Sherlock Holmes', 'actor')","('Dr. John Watson', 'actor')","('Professor James Moriarty', 'actor')","('Irene Adler', 'actress')",,,,,,,,,,,,,,
1515199,"('Emily Weaver', 'actress')","('Nate Weaver', 'actor')","('William Weaver', 'actor')","('Avery', 'actor')","('Brittany McGraw', 'actress')",,,,,,,,,,,,,
1515203,"('Pun', 'actor')","('Father', 'actor')","('Somjai', 'actress')","('Ake', 'actor')",,,,,,,,,,,,,,
1515205,"('Refugee authority', 'actor')","('Mi-ae', 'actress')","('Loses property for development 4', 'actor')","('Jeong Ja-yeong', 'actress')",,,,,,,,,,,,,,
1515207,"('D.S. Karn', 'actor')","('Leon Delroy', 'actor')","('D.C. Wilby', 'actor')","('Georgie', 'actress')",,,,,,,,,,,,,,
1515208,"('Elek Cohen', 'actor')","('Regent Miklos Horthy', 'actor')","('Hannah Schoen', 'actress')","('Jozsef Greenberg', 'actor')",,,,,,,,,,,,,,
1515210,"('Ajoba', 'actor')","('Sameer', 'actor')","('Samya', 'actor')","('Bhavshya Mama', 'actor')","('Tayadi', 'actress')",,,,,,,,,,,,,
1515736,"(""Rolanas' Father"", 'actor')","('Emilija', 'actress')","(""Emilija's Father"", 'actor')","(""Emilija's Mother"", 'actress')",,,,,,,,,,,,,,
1515882,"('Chizhikov', 'actor')",,,,,,,,,,,,,,,,,
1515960,"('Mikhalych', 'actor')","('Katya Kolycheva', 'actress')","('Vitaliy Murzin', 'actor')","('Marina', 'actress')",,,,,,,,,,,,,,
1516002,"('Miranda', 'actress')","('Uncle Pal', 'actor')","('Duke White', 'actor')","('Juicebox', 'actor')",,,,,,,,,,,,,,
1516009,"('Charles B. Anderson', 'actor')","('H.L. Mencken', 'actor')","('Rose Elizabeth Williams', 'actress')","('Clarence Darrow', 'actor')",,,,,,,,,,,,,,
1516146,"('Satan', 'actor')","('Frank', 'actor')","('Archangel Michael', 'actor')","('God', 'actor')",,,,,,,,,,,,,,
1516541,"('Jack Baker', 'actor')","('Sheryl Baker', 'actress')","('Adam Baker', 'actor')","('Michelle Baker', 'actress')",,,,,,,,,,,,,,
1516552,"('Ahn Mo-rae', 'actress')","('Han Sang-in', 'actor')","('Park Du-re', 'actor')","('Kim Seon-woo', 'actress')",,,,,,,,,,,,,,
1516577,"('Tammy', 'actress')","('Scott', 'actor')","('Deb', 'actress')","('Eddie', 'actor')",,,,,,,,,,,,,,
1516593,"('Toda', 'actor')","('Stefan', 'actor')","('Dunja', 'actress')","('Mare', 'actor')",,,,,,,,,,,,,,
1516598,"('Anna', 'actress')",,,,,,,,,,,,,,,,,
1517076,"('Karl the Butcher', 'actor')","('Axe', 'actor')","('Vendetta', 'actress')","('Queen Scara', 'actress')",,,,,,,,,,,,,,
1517145,"(""Jjang-yi's Mom"", 'actress')","('American Soldier', 'actor')","('Refugee', 'actress')",,,,,,,,,,,,,,,
1517148,"('Koli', 'actor')","('Zefi', 'actor')","('Roku', 'actor')","('Diana', 'actress')",,,,,,,,,,,,,,
1517160,"('Bi', 'actor')","('The mother', 'actress')","('The father', 'actor')","('The aunt', 'actress')",,,,,,,,,,,,,,
1517177,"('Hanna', 'actress')","('Simon', 'actor')","('Adam', 'actor')","('Hildegard', 'actress')",,,,,,,,,,,,,,
1517189,"('Stefan', 'actor')","('Urika', 'actress')","('Hasim', 'actor')","('Zbyszek', 'actor')",,,,,,,,,,,,,,
1517206,"('Ueno', 'actress')","('Onodera', 'actress')","('Masaya Katsuragi', 'actor')",,,,,,,,,,,,,,,
1517213,"('Father', 'actor')","('Son', 'actor')",,,,,,,,,,,,,,,,
1517214,"('Charles Faulque', 'actor')","('Le cancer de Charles', 'actor')","('Louisa', 'actress')","('Le cancer de Louisa', 'actress')",,,,,,,,,,,,,,
1517216,"('Fujiwara', 'actor')","('Tatara', 'actor')","('Additional Voices', 'actor')",,,,,,,,,,,,,,,
1517220,"('Ivan', 'actor')","('Jasmina', 'actress')","('Hazim', 'actor')","('Senad', 'actor')",,,,,,,,,,,,,,
